 2013 12  4  3 40   22.453598  3  5           0.198     0.169           0.000    -3768338.017    -3768337.819        0.195    -0.003     0.000
 2013 12  4  3 40   27.452851  2  3          -0.527     0.195           0.000      740991.342      740990.814       -0.525     0.002     0.000
 2013 12  4  3 40   27.452851  2  5          -0.340     0.291           0.000    -3025985.766    -3025986.106       -0.340    -0.000     0.000
 2013 12  4  3 40   27.453592  3  5           0.130     0.209           0.000    -3766977.021    -3766976.891        0.128    -0.003     0.000
 2013 12  4  3 40   32.452846  2  3          -0.456     0.169           0.000      739333.632      739333.176       -0.454     0.002     0.000
 2013 12  4  3 40   32.452846  2  5          -0.403     0.285           0.000    -3026282.111    -3026282.514       -0.403    -0.000     0.000
 2013 12  4  3 40   32.453586  3  5           0.025     0.262           0.000    -3765615.655    -3765615.630        0.023    -0.003     0.000
 2013 12  4  3 40   37.452842  2  3          -0.399     0.194           0.000      737675.327      737674.928       -0.397     0.002     0.000
 2013 12  4  3 40   37.452842  2  5          -0.434     0.282           0.000    -3026578.269    -3026578.703       -0.435    -0.000     0.000
 2013 12  4  3 40   37.453580  3  5          -0.065     0.262           0.000    -3764253.494    -3764253.559       -0.068    -0.003     0.000
 2013 12  4  3 40   42.452837  2  3           0.000     0.109           0.000      736016.959           0.000       -0.422     0.971    -1.420
 2013 12  4  3 40   42.452837  2  5          -0.426     0.262           0.000    -3026874.019    -3026874.445       -0.426    -0.000     0.000
 2013 12  4  3 40   42.453573  3  5          -0.016     0.184           0.000    -3762890.890    -3762890.905       -0.018    -0.003     0.000
 2013 12  4  3 40   47.452833  2  3          -0.738     0.151           0.000      734358.411      734357.673       -0.736     0.002     0.000
 2013 12  4  3 40   47.452833  2  5          -0.472     0.246           0.000    -3027169.515    -3027169.987       -0.473    -0.000     0.000
 2013 12  4  3 40   47.453567  3  5           0.193     0.190           0.000    -3761527.828    -3761527.635        0.190    -0.003     0.000
 2013 12  4  3 40   52.452828  2  3          -0.885     0.110           0.000      732699.515      732698.630       -0.883     0.002     0.000
 2013 12  4  3 40   52.452828  2  5          -0.415     0.235           0.000    -3027464.770    -3027465.185       -0.415    -0.000     0.000
 2013 12  4  3 40   52.453561  3  5           0.396     0.168           0.000    -3760164.186    -3760163.790        0.393    -0.003     0.000
 2013 12  4  3 40   57.452824  2  3          -0.876     0.143           0.000      731040.223      731039.347       -0.874     0.002     0.000
 2013 12  4  3 40   57.452824  2  5          -0.323     0.241           0.000    -3027759.774    -3027760.098       -0.324    -0.000     0.000
 2013 12  4  3 40   57.453555  3  5           0.000     0.150           0.000    -3758799.899           0.000        0.070    -1.165   -11.193
 2013 12  4  3 41    2.452819  2  3          -0.915     0.148           0.000      729380.568      729379.653       -0.913     0.002     0.000
 2013 12  4  3 41    2.452819  2  5          -0.295     0.232           0.000    -3028054.479    -3028054.773       -0.295    -0.000     0.000
 2013 12  4  3 41    2.453549  3  5           0.606     0.203           0.000    -3757434.956    -3757434.350        0.603    -0.003     0.000
 2013 12  4  3 41    7.452815  2  3          -0.766     0.165           0.000      727720.472      727719.706       -0.764     0.002     0.000
 2013 12  4  3 41    7.452815  2  5          -0.118     0.242           0.000    -3028348.973    -3028349.091       -0.118    -0.000     0.000
 2013 12  4  3 41    7.453543  3  5           0.605     0.208           0.000    -3756069.340    -3756068.735        0.602    -0.003     0.000
 2013 12  4  3 41   12.452810  2  3          -0.584     0.182           0.000      726060.079      726059.495       -0.582     0.002     0.000
 2013 12  4  3 41   12.452810  2  5          -0.105     0.243           0.000    -3028643.124    -3028643.229       -0.105    -0.000     0.000
 2013 12  4  3 41   12.453536  3  5           0.509     0.258           0.000    -3754703.112    -3754702.603        0.506    -0.003     0.000
 2013 12  4  3 41   17.452806  2  3           0.000     0.139           0.000      724399.311           0.000       -0.675     0.971    -1.544
 2013 12  4  3 41   17.452806  2  5           0.012     0.258           0.000    -3028936.990    -3028936.978        0.011    -0.000     0.000
 2013 12  4  3 41   17.453530  3  5           0.000     0.207           0.000    -3753336.224           0.000        0.304    -1.165   -11.046
 2013 12  4  3 41   22.452801  2  3          -0.201     0.157           0.000      722738.322      722738.121       -0.199     0.002     0.000
 2013 12  4  3 41   22.452801  2  5           0.058     0.257           0.000    -3029230.525    -3029230.467        0.058    -0.000     0.000
 2013 12  4  3 41   22.453524  3  5           0.227     0.229           0.000    -3751968.755    -3751968.528        0.225    -0.003     0.000
 2013 12  4  3 41   27.452797  2  3          -0.084     0.173           0.000      721077.069      721076.986       -0.081     0.002     0.000
 2013 12  4  3 41   27.452797  2  5           0.037     0.273           0.000    -3029523.737    -3029523.701        0.036    -0.000     0.000
 2013 12  4  3 41   27.453518  3  5           0.086     0.185           0.000    -3750600.705    -3750600.618        0.084    -0.003     0.000
 2013 12  4  3 41   32.452792  2  3          -0.011     0.188           0.000      719415.549      719415.538       -0.009     0.002     0.000
 2013 12  4  3 41   32.452792  2  5          -0.021     0.284           0.000    -3029816.670    -3029816.691       -0.021    -0.000     0.000
 2013 12  4  3 41   32.453512  3  5          -0.044     0.206           0.000    -3749232.112    -3749232.156       -0.047    -0.003     0.000
 2013 12  4  3 41   37.452788  2  3           0.135     0.191           0.000      717753.721      717753.857        0.137     0.002     0.000
 2013 12  4  3 41   37.452788  2  5          -0.055     0.280           0.000    -3030109.303    -3030109.359       -0.056    -0.000     0.000
 2013 12  4  3 41   37.453506  3  5          -0.202     0.215           0.000    -3747862.941    -3747863.143       -0.205    -0.003     0.000
 2013 12  4  3 41   42.452783  2  3           0.034     0.194           0.000      716091.667      716091.701        0.036     0.002     0.000
 2013 12  4  3 41   42.452783  2  5          -0.161     0.291           0.000    -3030401.623    -3030401.784       -0.162    -0.000     0.000
 2013 12  4  3 41   42.453499  3  5          -0.224     0.175           0.000    -3746493.194    -3746493.418       -0.227    -0.003     0.000
 2013 12  4  3 41   47.452779  2  3          -0.008     0.172           0.000      714429.360      714429.352       -0.006     0.002     0.000
 2013 12  4  3 41   47.452779  2  5          -0.229     0.286           0.000    -3030693.606    -3030693.835       -0.230    -0.000     0.000
 2013 12  4  3 41   47.453493  3  5          -0.220     0.181           0.000    -3745122.871    -3745123.092       -0.223    -0.003     0.000
 2013 12  4  3 41   52.452774  2  3          -0.077     0.194           0.000      712766.793      712766.716       -0.075     0.002     0.000
 2013 12  4  3 41   52.452774  2  5          -0.276     0.274           0.000    -3030985.389    -3030985.664       -0.276    -0.000     0.000
 2013 12  4  3 41   52.453487  3  5          -0.246     0.210           0.000    -3743752.092    -3743752.338       -0.249    -0.003     0.000
 2013 12  4  3 41   57.452770  2  3           0.000     0.133           0.000      711103.927           0.000       -0.668     0.971    -1.683
