 2013 12  4  3 41    7.452815  2  5           0.031     0.213           0.000      -58848.671      -58848.639        0.032     0.000     0.000
 2013 12  4  3 41    7.453543  3  5          -0.015     2.011           0.000      273178.398      273178.382       -0.014     0.000     0.000
 2013 12  4  3 41   12.452810  2  3           0.002     1.277           0.000     -332078.378     -332078.376        0.001     0.000     0.000
 2013 12  4  3 41   12.452810  2  5           0.068     0.983           0.000      -58787.288      -58787.220        0.068     0.000     0.000
 2013 12  4  3 41   12.453536  3  5           0.062     0.359           0.000      273291.082      273291.145        0.063     0.000     0.000
 2013 12  4  3 41   17.452806  2  5           0.109     0.839           0.000      -58731.217      -58731.108        0.110     0.000     0.000
 2013 12  4  3 41   22.452801  2  3           0.056     1.271           0.000     -332198.287     -332198.231        0.054     0.000     0.000
 2013 12  4  3 41   22.452801  2  5           0.067     0.733           0.000      -58674.015      -58673.948        0.067     0.000     0.000
 2013 12  4  3 41   22.453524  3  5           0.007     0.944           0.000      273524.272      273524.279        0.008     0.000     0.000
 2013 12  4  3 41   27.452797  2  5           0.015     0.867           0.000      -58620.071      -58620.056        0.016     0.000     0.000
 2013 12  4  3 41   32.452792  2  3           0.071     0.876           0.000     -332324.356     -332324.285        0.070     0.000     0.000
 2013 12  4  3 41   32.452792  2  5           0.011     0.108           0.000      -58564.519      -58564.508        0.011     0.000     0.000
 2013 12  4  3 41   32.453512  3  5          -0.063     0.867           0.000      273759.835      273759.772       -0.062     0.000     0.000
 2013 12  4  3 41   37.452788  2  5          -0.009     0.174           0.000      -58508.473      -58508.483       -0.009     0.000     0.000
 2013 12  4  3 41   42.452783  2  3           0.009     0.286           0.000     -332447.722     -332447.712        0.008     0.000     0.000
 2013 12  4  3 41   42.452783  2  5          -0.001     0.427           0.000      -58449.962      -58449.963       -0.000     0.000     0.000
 2013 12  4  3 41   42.453499  3  5          -0.003     0.400           0.000      273997.751      273997.748       -0.002     0.000     0.000
 2013 12  4  3 41   47.452779  2  3          -0.013     0.920           0.000     -332501.194     -332501.206       -0.014     0.000     0.000
 2013 12  4  3 41   47.452779  2  5           0.019     0.548           0.000      -58391.811      -58391.792        0.019     0.000     0.000
 2013 12  4  3 41   47.453493  3  5           0.036     1.168           0.000      274109.377      274109.413        0.038     0.000     0.000
 2013 12  4  3 41   52.452774  2  3          -0.089     1.027           0.000     -332565.095     -332565.183       -0.090     0.000     0.000
 2013 12  4  3 41   52.452774  2  5          -0.038     0.671           0.000      -58336.119      -58336.157       -0.038     0.000     0.000
 2013 12  4  3 41   52.453487  3  5           0.055     0.778           0.000      274228.984      274229.039        0.056     0.000     0.000
 2013 12  4  3 41   57.452770  2  5          -0.044     1.042           0.000      -58283.769      -58283.813       -0.044     0.000     0.000
 2013 12  4  3 42    2.452765  2  3           0.023     1.265           0.000     -332692.661     -332692.638        0.021     0.000     0.000
 2013 12  4  3 42    2.452765  2  5          -0.050     0.360           0.000      -58222.508      -58222.558       -0.050     0.000     0.000
 2013 12  4  3 42    2.453475  3  5          -0.072     1.054           0.000      274470.152      274470.081       -0.071     0.000     0.000
 2013 12  4  3 42    7.452761  2  3           0.001     0.983           0.000     -332748.221     -332748.220       -0.000     0.000     0.000
 2013 12  4  3 42    7.452761  2  5          -0.054     0.264           0.000      -58165.644      -58165.698       -0.053     0.000     0.000
 2013 12  4  3 42    7.453468  3  5          -0.053     1.038           0.000      274582.581      274582.527       -0.052     0.000     0.000
 2013 12  4  3 42   12.452756  2  3           0.082     0.859           0.000     -332809.201     -332809.120        0.080     0.000     0.000
 2013 12  4  3 42   12.452756  2  5           0.000     1.102           0.000      -58108.394      -58108.394        0.001     0.000     0.000
 2013 12  4  3 42   12.453462  3  5          -0.084     1.221           0.000      274700.808      274700.724       -0.083     0.000     0.000
 2013 12  4  3 42   17.452752  2  3           0.065     1.463           0.000     -332875.512     -332875.446        0.064     0.000     0.000
 2013 12  4  3 42   17.452752  2  5           0.021     0.283           0.000      -58054.808      -58054.787        0.022     0.000     0.000
 2013 12  4  3 42   17.453456  3  5          -0.042     1.213           0.000      274820.698      274820.656       -0.041     0.000     0.000
 2013 12  4  3 42   22.452747  2  5           0.026     0.662           0.000      -57997.625      -57997.599        0.027     0.000     0.000
 2013 12  4  3 42   27.452743  2  3           0.057     0.550           0.000     -332994.657     -332994.599        0.056     0.000     0.000
 2013 12  4  3 42   27.452743  2  5           0.007     0.484           0.000      -57941.022      -57941.015        0.007     0.000     0.000
 2013 12  4  3 42   27.453444  3  5          -0.047     0.119           0.000      275053.626      275053.580       -0.046     0.000     0.000
 2013 12  4  3 42   32.452738  2  3           0.057     1.339           0.000     -333046.763     -333046.706        0.055     0.000     0.000
